start,end,text
2157960,2160280," Writing the code was super boring."
2160280,2167720," Thinking about solving the problem is definitely the more fun thing, but you're missing the"
2167720,2169120," point of the question."
2169120,2172600," Tyler said you can't be in a computer, so you have to do something different."
2172600,2177000," We've got open whisper, and so I don't have to physically be ..."
2177000,2182280," So you'd be talking through a red solo cup on a string to your computer, outside?"
2182280,2185280," I would use a cloud mobile, and I would be like, ""Hey, Claude, what's up?"
2185280,2187720," What are we doing, big dog?"""
2187720,2189720," And then we would go back and forth."
2189720,2190720," That was beautiful."
2190720,2193680," Calling your phone not a computer is quite a stretch, Chris."
2193680,2199800," Okay, we're getting picky, it's down to semantics, all right, that's fine."
2199800,2202000," I'd find a way."
2202000,2206720," That phone would have been the most powerful computer in the world 30 years ago."
2206720,2212400," That's so true, and now it can't even run Fable 5, so what's the point of it?"
2212400,2213400," For now."
2213400,2214400," For now."
2214400,2222080," Yeah, I mean, if we continue our chip improvement process, or whatever, I have no idea, totally"
2222080,2223080," hypothetical."
2223080,2225600," Will we be able to run a cloud on our phone?"
2225600,2226600," We won't need to."
2226600,2233520," No one will ever need to, but will it be possible to be running a cloud on a phone in 30 years?"
2233520,2239740," I feel like I would not like to continue blasting every thought I have to anthropic seders like"
2239740,2241060," at every hour of the day."
2241060,2244200," I wouldn't hate local models."
2244200,2245200," Local models are cool."
2245200,2246200," Have you tried any?"
2246200,2247200," Oh, Quinn."
2247200,2248200," Quinn?"
2248200,2249200," Yeah."
2249200,2250200," Okay."
2250200,2255520," Yeah, I think that they've all been sufficient for the task that I've tackled personally,"
2255520,2256520," but not at work."
2256520,2259560," I never tried to throw it at a big code problem."
2259560,2262960," What did you use it for?"
2262960,2263960," Yeah, the same as you."
2263960,2268960," I was wondering if I could replace my code subscription."
2268960,2270280," I couldn't."
2270280,2277280," Although, I have thought about putting Quinn on my ... I have a frigate box in my apartment"
2277280,2278280," that controls the lights."
2278280,2283000," I think it would be very funny to let Quinn have a go, turn the lights on and off."
2283000,2289960," I'm sure other people have thought like that, but maybe I'll ask people to do it this weekend."
2289960,2290960," Nice."
2290960,2291960," All right."
2291960,2296240," I'm going to transition out of the AI topic."
2296240,2301360," Maybe we'll do our cold open now, now that we're feeling warm."
2301360,2303520," What is the name of our podcast?"
2303520,2310440," I feel like I'm waiting for Tyler to do this."
2310440,2311440," Yeah, Tyler."
2311440,2312440," Tyler, where are you at, man?"
2312440,2316160," I thought you guys had decided this in my absence at the office."
2316160,2317560," You had so many good ideas, though."
2317560,2320320," I feel like you set an expectation."
2320320,2322640," Was it bits, bots, and bucks?"
2322640,2325480," That was the triple B. That's one option."
2325480,2329880," I feel like you want to use words that are real, so then people might accidentally stumble"
2329880,2330880," upon our podcast."
2330880,2331880," All right, so no couch."
2331880,2332880," Yeah, no couch."
2332880,2333880," No couch."
2333880,2334880," No permanent under-couch."
2334880,2335880," Under-couch."
2335880,2336880," I don't know."
2336880,2337880," Tyler, what's your opinion?"
2337880,2351920," Do we want to lean into the fact that we work for Block?"
2351920,2353480," Is that our primary thing?"
2353480,2356320," No, I think we should lean away from that."
2356320,2361880," Okay, so this is like a publicly available podcast that we're doing, not affiliated with"
2361880,2365920," Block, even though you're recording it from a couch in the Block offices."
2365920,2366920," This could be any couch."
2366920,2367920," Yeah, dude."
2367920,2368920," Come on."
2368920,2370800," This could be any couch in the way."
2370800,2372720," I'm sorry I doxxed your couch location."
2372720,2373720," Yeah, dude."
2373720,2375720," We're going to get attacked."
2375720,2376720," We're live."
2376720,2381720," I don't have a permanent underpod."
2381720,2382720," Permanent underpod?"
2382720,2384000," I think that's kind of funny."
2384000,2385000," Okay."
2385000,2390880," Just permanent underpod or the permanent underpod?"
2390880,2393040," Underpod is one word or two words?"
2393040,2395680," It's like hyphenated, maybe, with an M dash."
2395680,2396680," That would be fine."
2396680,2398640," We're going to do permanent underpod, no B."
2398640,2399640," No B."
2399640,2400640," All right."
2400640,2401640," We're live."
2401640,2402640," All right."
2402640,2405080," Welcome, everybody, to the permanent underpod."
2405080,2406080," My name is Jackson."
2406080,2407840," My name is Chris."
2407840,2410280," And I'm Tyler."
2410280,2412840," And we will be your hosts."
2412840,2415600," First we'll go through what each of us brings to the table."
2415600,2416840," I'll start."
2416840,2419440," I'm Jackson."
2419440,2424440," I don't bring a lot to the table, but I am the acting expert in the Korean financial"
2424440,2425440," markets."
2425440,2426440," Nice."
2426440,2427440," Okay."
2427440,2428440," I'm Chris."
2428440,2432440," I've done quite a bit of work on stablecoins and decentralized exchanges."
2432440,2436440," So I guess I'm that guy and Tyler?"
2436440,2437440," Yeah."
2437440,2438440," Hey, everyone."
2438440,2439440," I'm Tyler."
2439440,2450520," I guess if I had one work focus, it would be Bitcoin data and then also maybe Bitcoin"
2450520,2454680," payments and Bitcoin Lightning Network, although for people who claim that they focus on the"
2454680,2460720," Bitcoin Lightning Network, I'd say that I'm probably like 10th percentile at best in terms"
2460720,2463960," of intelligence and knowledge there."
2463960,2467200," So I'll take that with a great assault."
2467200,2471720," Thank you, our humble Bitcoin/Lightning x-ray."
2471720,2475920," But tell me, Chris, why should we trust you when it comes to stablecoins?"
2475920,2476920," You shouldn't."
2476920,2479920," You shouldn't trust anyone when it comes to stablecoins."
2479920,2480920," Yeah."
2480920,2481920," That's a red ocean."
2481920,2482920," Yeah."
2482920,2483920," I don't know."
2483920,2491840," So I've worked sort of like in an adjacent part of the stack since like maybe 21, 22."
2491840,2498960," I originally worked on a very early cross-chain decentralized exchange, which has had a bit"
2498960,2499960," of traction."
2499960,2501560," So I've seen a lot of stuff happen."
2501560,2503440," I've seen people rise and fall."
2503440,2508640," I've seen people trade mackerel in prison for various favors."
2508640,2511240," I mean, not personally, but like, you know, I've been..."
2511240,2512240," Video chat?"
2512240,2513240," Yeah."
2513240,2514240," I mean, if you told me, that would be awesome."
2514240,2515240," That would be great for the public."
2515240,2516240," Yeah."
2516240,2517240," Have him on as a guest."
2517240,2518240," Yeah, for sure."
2518240,2519240," I'm sure he would say yes."
2519240,2520240," So yeah, I don't know if you should trust me, but I've definitely, I've definitely seen"
2520240,2521240," some stuff."
2521240,2532240," And why should we trust you, Tyler, when it comes to Bitcoin data and the Lightning Network?"
2532240,2543800," You know, I don't know about trust, you can verify."
2543800,2544800," Verify?"
2544800,2545800," Okay."
2545800,2546800," Well, how can we verify you?"
2546800,2547800," Yeah."
2547800,2548800," Tell us."
2548800,2552040," I guess that one's hard too, because a lot of my contributions have mostly just been"
2552040,2555040," working for a private company, which is Block."
2555040,2559400," But yeah, I worked on Bitcoin and Block for like five to six years."
2559400,2567320," I used to do some public research on Bitcoin data under a NIMM on Twitter, and it was like"
2567320,2573480," half like bull porn, like why the number will go up next month."
2573480,2574480," No way."
2574480,2577920," Because like the on-chain data is flashing."
2577920,2582840," And then I kind of used that as a way to like get some followers, and then I'd have these"
2582840,2588160," like other blog posts that were really underperforming that would be like, what is a Poisson distribution?"
2588160,2593120," And like, why does that factor into Bitcoin mining data?"
2593120,2596080," And like, nobody wanted to read those ones."
2596080,2597960," So that's a little bit of proof of work."
2597960,2603000," I have a blog from like 2020-2019 talking about that kind of stuff."
2603000,2604000," That's it."
2604000,2605000," I don't know."
2605000,2614520," I mean, I've been paying attention to Bitcoin for over 10 years and like working on it for"
2614520,2615920," at least half of that."
2615920,2619280," So I know a little bit, but not a lot."
2619280,2621000," Dude, I've known you for years."
2621000,2623360," I trust you more now than ever."
2623360,2624360," This is amazing."
2624360,2626120," A quick plug for Chris."
2626120,2627840," Chris also has a blog."
2627840,2629440," We'll talk about that later."
2629440,2631360," Don't read that."
2631360,2633640," But I think what Tyler was saying is a great transition."
2633640,2636120," He's been tracking Bitcoin for years."
2636120,2640760," So now we're going to talk about our first interactions with some sort of cryptocurrency,"
2640760,2641760," whatever it was."
2641760,2645640," What is the first cryptocurrency you bought and at what price?"
2645640,2647040," And then what do you use it for?"
2647040,2648040," We'll start with Chris."
2648040,2651720," I don't have to answer all those questions, right?"
2651720,2652720," Yeah."
2652720,2653720," That's one question."
2653720,2655080," What did you buy?"
2655080,2656480," How much was it?"
2656480,2657480," And why?"
2657480,2658480," Why did you buy?"
2658480,2666160," I probably set up a Bitcoin miner in 2016, like on a Raspberry Pi."
2666160,2667920," I don't think I ever mined anything."
2667920,2672000," Like, I think I was part of like some pool that I never withdrew from, but I did buy"
2672000,2675040," it around that time."
2675040,2681400," And then, yeah, I guess I just like sold it to buy like, who can say, like maybe a succulent"
2681400,2683680," Chinese meal or something."
2683680,2685440," So 2016 you said?"
2685440,2687440," Yeah, that would be."
2687440,2690120," So what was that, like $400 and it was Bitcoin?"
2690120,2694800," Yeah, it would have been like basically free at that point."
2694800,2695800," Basically."
2695800,2696800," Okay."
2696800,2697800," Yeah, I'll share next."
2697800,2704160," I bought like $100 of Bitcoin when it was like $300 in 2015."
2704160,2710920," So I could buy LSD and I bought it and the Bitcoin is gone."
2710920,2716080," What about you Tyler?"
2716080,2717840," I had a hard follow there."
2717840,2725960," I mean, that's, I bought, I think some amount of undetermined amount of Bitcoin when it"
2725960,2732280," was $220 or something in 2015."
2732280,2739160," And the first exposure I got to Bitcoin was when I worked at Google and it was like my"
2739160,2740560," first week there."
2740560,2746480," And that was like the peak of the 2013 bull market, I want to say."
2746480,2751520," And one of the guys on my team was like a super early Bitcoiner and he was like that"
2751520,2757920," guy who will make like, he just wouldn't stop talking about Bitcoin ever."
2757920,2762360," And so he would just kind of Bitcoin fill the whole team and then when the price went"
2762360,2766380," up a bunch, people were like, dude, like I want to buy some Bitcoin."
2766380,2768280," Can I buy some from you?"
2768280,2772240," And they would like Venmo him like a hundred dollars and he would like go print out a paper"
2772240,2776360," wallet from like the Google printer and then like put a hundred dollars worth of Bitcoin"
2776360,2777360," on it."
2777360,2778360," And just like leave it at their desk."
2778360,2782800," And I sat next to this guy and like, uh, I still wasn't into it at that point."
2782800,2786320," And I was kind of like, this seems kind of crazy because people would be coming by at"
2786320,2790120," like 10 a.m. Oh, I'm going to buy a hundred dollars of Bitcoin and then they'd come back"
2790120,2792480," like a couple hours later and be like, the price went up again."
2792480,2793480," I need more."
2793480,2796320," And I was like, this is a little bit too frothy for me."
2796320,2803720," But then I got pretty close with that guy and heard his Bitcoin takes and Bitcoin pilling"
2803720,2808320," orange filling for like one or two years after that."
2808320,2813320," And then when Bitcoin went to the bear after that bull, I bought some when the price was"
2813320,2817400," much lower because I was like, maybe this seems like a good time to buy and I bought"
2817400,2818880," mostly as an investment."
2818880,2826440," But then my first Bitcoin transaction was, uh, I bought, I think some Adderall from like"
2826440,2832040," some Indian company, it was called like modafinil or something."
2832040,2837960," And they sent me some pills from India that I took, I guess, extensively to like work"
2837960,2841560," harder, which is a really lame thing."
2841560,2842600," I don't do that anymore."
2842600,2844160," That's like a mid twenties Tyler."
2844160,2846160," You're such a good employee, dude."
2846160,2847160," What the fuck?"
2847160,2848160," That's awesome."
2848160,2849160," Good job."
2849160,2855840," Would you say that very expensive Adderall now when you look at it in hindsight, but"
2855840,2861080," was there economic output that like the additional marginal unit of output from the Adderall would"
2861080,2866080," you say it has like in the fullness of time covered the cost of the Bitcoin?"
2866080,2869720," It's hard to say, you know, what my career would have been like if I hadn't taken those"
2869720,2878840," 20 doses of Adderall while working as a low-level data scientist at Google in 2015, but, uh,"
2878840,2881640," you know, it got me to where I am today."
2881640,2886120," You can't argue with path dependence, it just has to be the way it has to be."
2886120,2887120," Wow."
2887120,2888120," Thank you."
2888120,2889120," Yes."
2889120,2895040," So you don't have any leftover Adderall like 13 years ago."
2895040,2896040," No."
2896040,2903960," Did you have some good experiences with your Bitcoin asset though?"
2903960,2905720," Oh, yeah, dude."
2905720,2909200," I did a lot of a lot of assets in college and I think it was, it was very healthy."
2909200,2911160," It's a good thing to do."
2911160,2917280," Um, yeah, I've already told Chris about it, so I'm not going to, not going to tell him"
2917280,2922400," again, but highly recommend good for the, good for the body."
2922400,2932040," Yeah, I guess at that point, if it was like $100 a Bitcoin at $300 a coin, it's only like"
2932040,2933040," $20,000."
2933040,2941240," That's like, um, software engineer privilege to say only $20,000, but I think for the mental"
2941240,2943280," health gains, massive, totally worth it."
2943280,2944280," Nice."
2944280,2951780," So I'm, I'm hearing that you should, but to sell a student with Bitcoin, don't do that."
2951780,2954160," That's why we can't say we're a block."
2954160,2957580," That's why we will talk about the company."
2957580,2962320," But that also reminds me, we should probably say what this podcast is about."
2962320,2970920," So this podcast is going to be focused on, uh, Bitcoin stable coins and AI, because that"
2970920,2976400," is our three lives at, you know, at our job and that's what we know."
2976400,2979200," So if you like those things, you're in the right place."
2979200,2982240," If you don't like those things, you should leave."
2982240,2991640," All right, don't leave, like, like, and subscribe anyway, subscribe, press the bell button."
2991640,2993880," Okay, cool."
2993880,3000440," Now that we're done with that, we can, we can do some different, oh, we could do another"
3000440,3005640," fun topic, which is the confessional, the biggest bag fumble."
3005640,3010640," I would, yeah, I would like to hear your guys because I feel like I've, I've said mine like"
3010640,3016360," 15 times and it's like no funny, but you'll have to tell the, the people, the people want"
3016360,3020280," to know, but, uh, yeah, I can go first."
3020280,3025520," I've never made money with, uh, with, uh, these little cryptocurrencies."
3025520,3029800," Unfortunately, I don't think that it's a good way to make money."
3029800,3033600," One time I put like $20,000 into loop ring."
3033600,3036200," I don't, I didn't know anything about loop ring."
3036200,3037200," I just did it."
3037200,3042280," Cause, uh, one of my buddies made like six figures on, was it O-M-G?"
3042280,3047440," O-M-G, and I'm like, okay, this guy knows what he's talking about."
3047440,3052720," So I threw down 20 grand on loop ring and then I sold it at like 10 grand."
3052720,3060280," So I lost $10,000, but I don't know, you know, it is what it is."
3060280,3065440," Maybe this is too financially forthright, go ahead, Tyler."
3065440,3074040," All right, I'm actually pulling up some receipts right now."
3074040,3075040," Yeah."
3075040,3078520," I can give you, I can give you two."
3078520,3082920," One is a real one and one is a hypothetical one."
3082920,3083920," Okay."
3083920,3094360," So the hypothetical one is, um, I interviewed at open AI in 2018 back when they were probably"
3094360,3103840," like a 30 person company and probably the, if I had not fumbled that interview, the compensation"
3103840,3109880," package on that job is like probably worth like hundreds of millions of dollars or something."
3109880,3114680," Um, but I was completely unqualified for the job and didn't prepare for the interview."
3114680,3118480," And so when I joined it, they were like, do you want to be a, do you want to be an AI"
3118480,3119480," researcher?"
3119480,3123880," And I was like, no, like I'm like a data scientist, let me do AB tests and like, I can like maybe"
3123880,3129440," do some, uh, transfer learning on pre-grained models, but not I think the stuff you're doing."
3129440,3136240," And they wanted me to tell them about my favorite paper in AI and go deep into it and explain"
3136240,3137240," why I liked it."
3137240,3141280," And I had no answer for that cause I had never written it or never read an AI paper."
3141280,3143600," I just like act on data."
3143600,3146240," Um, so that's a bad one."
3146240,3155160," And then the financial one that was real is apparently on November 30th, 2020, I bought"
3155160,3164600," I think $20,000 worth of Bitcoin call options with a strike price of $75,000 for that expired"
3164600,3176580," a year later and, um, okay, no, I bought yeah, about the cent that $20,000 worth."
3176580,3179520," And then that was right before the bull runs."
3179520,3183560," You might think like sick, you actually made a lot of money on that."
3183560,3187440," I think they went up in value, like something like five X, they went up to like a hundred"
3187440,3191840," thousand dollars and they were still not in the money, but I could have sold them for"
3191840,3197400," like a huge profit, but I was like, no, surely the bull market is going to rip even higher."
3197400,3201040," And so I'm going to hold onto them cause they still have like six or seven months left before"
3201040,3202600," they expire."
3202600,3207060," And then I think the, by the time they expired, they expired out of the money."
3207060,3212640," And so they went from like 20,000 to a hundred thousand to zero."
3212640,3215280," And that's why I don't do options anymore."
3215280,3217960," Follow up question."
3217960,3220280," How often do you think about each of these?"
3220280,3229840," Like, do you ever or, uh, the Bitcoin one pretty much never with the call options because"
3229840,3237440," it's whatever, um, like obviously I'd rather have $20,000, but also like, uh, you know,"
3237440,3244200," in the grand scheme of like the category of money that I put into cryptocurrency or Bitcoin,"
3244200,3249160," I think I'm like probably ahead or at least like break even not embarrassingly down."
3249160,3251320," So it's all, you know, one, one game."
3251320,3256960," Uh, and then the other one, not too much because I don't think I was actually like even qualified"
3256960,3257960," for that job."
3257960,3262040," And then also it would have been like, okay, you get the job, but then do you like stay"
3262040,3268360," working there for like multiple years while like they didn't have like their shit figured"
3268360,3272160," out or like a good product until like literally like four or five years after that."
3272160,3273760," I think they had fired a bunch of people."
3273760,3277560," They were like, Elon was going to like rub all their money."
3277560,3282480," So like the, the idea that I would have gotten that job, but I was not qualified for done"
3282480,3284120," good enough work that they wanted to keep me."
3284120,3287600," And then I would have survived all that time working there and like come out the other"
3287600,3292500," end of it in this like life changing situation is very, um, impractical."
3292500,3294600," So I don't think that that one is too bad."
3294600,3300500," I mean, for, for what it's worth, I'm like honored to be on the same permanent underclass"
3300500,3306000," life boat as, as you, uh, I mean, it's, I mean, it's sad that you didn't get a ticket"
3306000,3315240," to first boss, but yeah, that thanks for staying around this podcast with my consolation prize."
3315240,3318120," Dude, you're, you're such an elite."
3318120,3319120," This is crazy."
3319120,3320120," Yeah."
3320120,3323720," It's like, I don't know if I'm too young, but I'm just never, nothing's happened."
3323720,3327080," Nothing good like that was ever happened or like potentially good."
3327080,3334360," Everything has been like, okay, um, I can tell mine, um, which is just like a very classic"
3334360,3336240," shit coining story."
3336240,3343600," Um, so like in the COVID lockdowns, like 2021, uh, I was in Berlin in my parliament between"
3343600,3344600," jobs."
3344600,3349920," Uh, and I was like, I wanted to do some side projects, uh, and I came up with this like"
3349920,3355960," just completely degenerate idea to scrape all of these, uh, sources of like crypto sentiment"
3355960,3356960," data."
3356960,3357960," Like everything was ripping at the time."
3357960,3359560," It seemed like impossible to not make money."
3359560,3364800," And I just like wrote about that, like, you know, it took, took all these mentions, like"
3364800,3366800," put them on a spark line."
3366800,3369640," Uh, you did like a bag of words sentiment model and then just like picked basically"
3369640,3373640," ended up just picking the ones that were mentioned the most, uh, and like bought a bag of them"
3373640,3374640," like $300 worth."
3374640,3379240," Uh, and it bought like all these like terrible coins, like one was called like donut."
3379240,3384840," Uh, and one of the ones that bought was, uh, was she but you knew, uh, and like, uh, it"
3384840,3387120," was so early to it, right?"
3387120,3390120," It's like, I think the way this works is like when they start running these pump and dump"
3390120,3392360," schemes, they just like blast it out everywhere."
3392360,3396360," So it just like went from zero to like the only spark line that mattered."
3396360,3400600," Uh, and, uh, yeah, like I bought $300 of it."
3400600,3404440," Like two weeks later, I like looked at what this bot had done and I was like, I would"
3404440,3409480," prefer to have $300 than $0 and I like sold it at like a slight loss."
3409480,3415560," Uh, and then, you know, a month or two later, uh, that bag was worth like $8 million."
3415560,3419520," So that was like it, like, you know, I, I don't know what the lesson there is."
3419520,3422560," Like trust yourself, like, you know, put it all on red."
3422560,3423560," I don't know."
3423560,3427500," Uh, but yeah, that's, that was, that was my, uh, probably my biggest one."
3427500,3433600," Two months away from $8 million, $300 to $8 million, which is just like when, when you"
3433600,3437240," think about it in percentage points, uh, yeah, a little bit, a little bit disappointing."
3437240,3438760," How much do you think about that?"
3438760,3444360," Um, I used to think about it a lot, but it's like, it's so far in the past now that like,"
3444360,3450400," you know, I'm just, I'm, I'm resigned to, uh, to, you know, what circumstances would"
3450400,3454680," you think, would you be like going to sleep and be like, I think so I used to have like"
3454680,3460280," a very difficult job and I would be like sitting at my desk reading, like, I could just not"
3460280,3461280," do this."
3461280,3465360," Like, if I just didn't like wake up that one day and want like $300 for like go on those"
3465360,3468760," one, uh, I think we all know why."
3468760,3469760," Yeah."
3469760,3470760," Yeah."
3470760,3471760," Yeah."
3471760,3472760," 100%."
3472760,3474760," Yeah."
3474760,3476760," Oh man."
3476760,3477760," That's painful."
3477760,3478760," Thank you."
3478760,3479760," Wow."
3479760,3486420," I hope that humanizes us to our viewers."
3486420,3487420," Also I wanted to."
3487420,3488420," Did you give one Jackson?"
3488420,3489420," Yeah."
3489420,3490420," Yeah."
3490420,3491420," I lost like $10,000 on loop ring."
3491420,3492420," Yeah."
3492420,3493420," All right."
3493420,3494420," Yes."
3494420,3495420," It's nothing."
3495420,3503160," Uh, but I also want you to explain why, not explain, but you know, tell us why are you"
3503160,3504160," on a computer?"
3504160,3505160," What's going on?"
3505160,3506160," What's going on?"
3506160,3507160," Yeah."
3507160,3508160," I'm curious."
3508160,3515280," Well, I had intended to come do the pod on the famous Bitcoin couch, uh, because that's"
3515280,3519280," the energy that this pod is supposed to have."
3519280,3523720," Um, but this morning I woke up and my dog Pico was sick."
3523720,3528500," Pico is a six year old, uh, dog."
3528500,3534560," So he's generally super healthy and fun, but I woke up this morning and he had puked a"
3534560,3538440," little bit overnight and they didn't want to eat his breakfast."
3538440,3542600," And I took him on a walk and he was pretty good during the walk, but then we came home"
3542600,3545320," and he like half heartedly ate his breakfast."
3545320,3551120," And then he literally just like laid down in the middle of our hallway and he's been there"
3551120,3557960," for the past five or six hours, just like lying there seeming really unwell."
3557960,3560360," And so I'm going to take him to that in an hour."
3560360,3563080," Um, I think he has like some kind of stomach trouble."
3563080,3567840," Like he's had this in the past, but he gets like really uncomfortable in his stomach and"
3567840,3571920," then he wants to eat a lot of grass and then he pukes it up, but this one seems different."
3571920,3573320," He seems like really unwell."
3573320,3576240," So I'm actually very worried about him."
3576240,3584320," Um, so, you know, prayers to Pico, keep him in our hearts and minds."
3584320,3587800," Pico is gonna return to his full glory."
3587800,3588800," No doubts."
3588800,3589800," Yeah."
3589800,3595680," We're, we're pouring one out for Pico on the couch and yeah, no hate from, from the side"
3595680,3597560," of the, of the computer."
3597560,3603240," I'm actually sitting, I'm like able to watch over him, but here he is right now."
3603240,3609680," He hasn't moved from right there in a couple of hours and he's just lying down, not feeling"
3609680,3610680," good."
3610680,3615920," But say, Hey Pico, want to say hi?"
3615920,3616920," Pico."
3616920,3620320," Oh, all right."
3620320,3622040," Oh man."
3622040,3623040," Very sad."
3623040,3624040," Very sad story."
3624040,3627560," He's going to be, he's going to be great."
3627560,3628560," Don't worry."
3628560,3629560," Good."
3629560,3630560," Yeah."
3630560,3632840," We'll do an update in the subsequent pond on Pico's health."
3632840,3633960," Pico update next week."
3633960,3634960," Yeah."
3634960,3635960," Yeah."
3635960,3636960," We'll note that down AI."
3636960,3637960," All right."
3637960,3639480," Let's see."
3639480,3645600," I think we will do maybe one more topic, maybe two more topics."
3645600,3649120," So next we'll do our deepest cut."
3649120,3654440," The most contrarian take on, on the crypto markets."
3654440,3656240," I'm going to get kicked out of the pond."
3656240,3657240," Yeah."
3657240,3658240," Chris looks like he's ready."
3658240,3659240," I'm going to get kicked out of the pond."
3659240,3660240," He's going to attack."
3660240,3661240," Sick."
3661240,3664400," Should I stop?"
3664400,3665400," You seem the most ready."
3665400,3666400," Don't you?"
3666400,3667400," I don't know."
3667400,3672440," I just, I feel like it's so bad that like anything that anyone else says is just going"
3672440,3675360," to seem great by comparison."
3675360,3676360," Okay."
3676360,3678440," It's like a contrarian crypto thing, right?"
3678440,3680440," Or like AI or like Bitcoin."
3680440,3681440," Yeah."
3681440,3685840," It could be AI if you really want it to be, but okay."
3685840,3692920," So this one might be a bit technical, but I think that like basically all stable coins"
3692920,3696000," should go to zero in the limit."
3696000,3703520," Like I think they are the wrong instrument for like what people are trying to use them"
3703520,3704520," for."
3704520,3709880," So like to, to like zoom out a little bit and give context, like the original definition"
3709880,3716560," of a stable coin was, you know, this protocol die or ride and it was like a way for you"
3716560,3720320," to arbitrarily peg values on chain to anything, right?"
3720320,3722120," Something called a collateralized debt protocol."
3722120,3726200," So like, you know, a stable coin could be pegged to a dollar or it could be pegged to"
3726200,3730160," a yen or it could be pegged to a big Mac, right?"
3730160,3733520," So like the unit of value could be, could be anything, right?"
3733520,3736880," The point is that it like remains stable in relation to this value."
3736880,3744000," And then somewhere along the way stable coin came to mean like a US dollar valued coin."
3744000,3750400," And then later it came to mean like a US dollar valued coin that is backed by US treasuries"
3750400,3755120," and is redeemable by a centralized issuer, yada, yada, yada."
3755120,3756120," Yeah."
3756120,3758240," I think like, I think it's a great business model."
3758240,3761280," I think it's like a really interesting product."
3761280,3766200," I just think at some point, someone is going to come up with something that like blows it"
3766200,3772280," away, both on passing yield back to the customers and like pushing things like the value of"
3772280,3777960," money more towards the risk free rate, which is like the rate of short term treasury bills"
3777960,3778960," and is like super vulnerable."
3778960,3779960," That's my update."
3779960,3780960," Okay."
3780960,3790600," But I don't know why do you think, why do you think that?"
3790600,3793440," I just, I think like there's potential for a better product."
3793440,3797060," Like I think like, what's wrong with the product?"
3797060,3800160," I mean, a good thing about it is that it's a US dollar."
3800160,3804720," A bad thing about it is that like it carries like issuer trust."
3804720,3805720," It carries."
3805720,3809200," So like, I think, you know, there was a recent occurrence with USDC where for the first time"
3809200,3812560," in history, they froze a smart contract."
3812560,3815040," And they only do that due to a court order."
3815040,3820120," But my understanding is the court that ordered it was like, not, you know, it wasn't like"
3820120,3821120," the US district court."
3821120,3824600," It was like a court."
3824600,3829120," So I think like, you know, with this like push pull about who can and can't do things,"
3829120,3833080," it's going to get very complicated for these companies."
3833080,3836360," And the limit of what you can use that products for can only shrink, right?"
3836360,3838960," It can't get, get bigger."
3838960,3843600," Whereas with some of these like more decentralized alternatives, like you can feel safe to use"
3843600,3851680," it as, you know, the base layer for a protocol or whatever, you can't get like the mutants"
3851680,3852680," court to like freeze your funds."
3852680,3858480," So you're, are you kind of saying that the stable coins being tied to like these fiat"
3858480,3865760," currencies and therefore like inheriting regulations or getting regulations will, I don't know,"
3865760,3871520," like strangle, strangle all the innovation out of stable coins and that you think there"
3871520,3879480," will be some something else that can be innovated on, I don't know, outside of regulation."
3879480,3882480," Yeah, I think it's exactly I think it's two things."
3882480,3887840," I think one thing is like pegging it to a lossy fiat currency is one missed opportunity."
3887840,3893160," And then the other thing is like having it be backed by a corporation, which it's not"
3893160,3898280," clear who they are accountable to, like it's not clear like legally, regulatory, who they're"
3898280,3904760," accountable to, and like, you know, who like, like, no, there's never been an enforcement"
3904760,3909280," on like a redemption schedule for a stable coin issuer that I'm aware of."
3909280,3914140," So there's just like a lot of like question marks about like, you know, what, like, what"
3914140,3919240," can I use this for, like, if two courts are in conflict about like freezing something"
3919240,3924520," like who takes preference, like, what does the company do, I don't know, I have a lot"
3924520,3928680," of questions."
3928680,3930840," Yeah, that's my take."
3930840,3937600," But would we be allowed to use something that can't be controlled?"
3937600,3938800," I mean, Bitcoin exists."
3938800,3939800," Yeah."
3939800,3942360," I mean, some people here own some of it."
3942360,3943360," Sorry."
3943360,3945880," I guess we are allowed to use Bitcoin."
3945880,3946880," Wow."
3946880,3949160," So you're like a closet Bitcoin maxi."
3949160,3950160," I'm a massive Bitcoin maxi."
3950160,3951160," As a stable coin."
3951160,3952160," Yeah."
3952160,3954920," Like, so everybody's like, Oh, is Chris the stablecoin guy?"
3954920,3957640," Like he loves like T-bills and stuff."
3957640,3958640," No."
3958640,3961600," I mean, I, I don't, I don't know."
3961600,3962600," Okay."
3962600,3966760," Were you originally a stablecoin guy or you came at from ETH originally, right?"
3966760,3972880," And then I feel like my vision of what I assumed was that you were like an Ether guy and that"
3972880,3977720," you professionally were kind of pushed towards working on stablecoins because that's like"
3977720,3982560," the main app on smart contract chains right now."
3982560,3983560," Yeah."
3983560,3984560," Yeah."
3984560,3985560," I would say I was more like a chain agnostic guy."
3985560,3989920," So the last place I worked, I was the Bitcoin guy and everyone else was like the mega ETH"
3989920,3990920," guy."
3990920,3997040," But here, I think by virtue of like the Overton window, I am the ETH guy."
3997040,4000480," You're just a contrarian everywhere you go."
4000480,4002720," I just like to stir the pot 100%."
4002720,4005720," No, no home."
4005720,4008240," Wow."
4008240,4009960," Yeah."
4009960,4010960," This is lovely."
4010960,4011960," What a lovely take."
4011960,4019760," Do you think before we move on, do you think Bitcoin could be the, but what we eventually"
4019760,4022600," get to or what like is this answer?"
4022600,4024120," I do think that."
4024120,4027320," I think that we have to go through a lot of pain to get there."
